id	drugName	condition	rating	date	usefulCount
107325	Implanon	Birth Control	1.0	December 13, 2011	0.0
195947	Levomilnacipran	Depression	1.0	July 8, 2015	41.0
204639	BuSpar	Anxiety	6.0	January 15, 2012	14.0
191572	Lisdexamfetamine	ADHD	10.0	March 10, 2014	65.0
141047	Escitalopram	Anxiety	10.0	October 6, 2015	11.0
50666	Gabapentin	Pain	6.0	February 4, 2011	22.0
145900	Qsymia	Weight Loss	9.0	February 24, 2013	46.0
221596	Ziana	Acne	10.0	May 30, 2015	11.0
186185	Desvenlafaxine	Depression	8.0	January 2, 2014	93.0
183200	Cymbalta	Depression	8.0	June 20, 2013	74.0
33012	Seasonique	Birth Control	5.0	June 26, 2014	24.0
38612	Liletta	Birth Control	9.0	January 12, 2017	6.0
153075	Doxycycline	Acne	9.0	September 19, 2016	35.0
52117	Adipex-P	Weight Loss	8.0	March 10, 2011	7.0
38964	Contrave	Obesity	8.0	December 5, 2017	0.0
158002	Accutane	Acne	8.0	January 27, 2009	17.0
230149	Voltaren-XR	Pain	10.0	February 10, 2009	14.0
142693	Levonorgestrel	Birth Control	4.0	August 9, 2017	3.0
158082	Ziprasidone	Bipolar Disorde	1.0	December 15, 2016	10.0
103246	Celecoxib	Pain	10.0	February 17, 2010	105.0
142104	Escitalopram	Depression	8.0	March 9, 2009	376.0
152759	Doxycycline	Acne	9.0	September 19, 2017	3.0
86964	Latuda	Bipolar Disorde	3.0	October 28, 2016	25.0
109055	Nexplanon	Birth Control	2.0	May 2, 2017	13.0
36844	Fentanyl	Pain	9.0	May 20, 2008	39.0
163724	Mirtazapine	Anxiety	10.0	May 31, 2012	58.0
147298	Alprazolam	Anxiety	10.0	August 12, 2012	46.0
122246	Venlafaxine	Depression	1.0	February 18, 2009	14.0
82105	Liraglutide	Obesity	7.0	April 26, 2016	21.0
176778	Nardil	Depression	10.0	September 3, 2015	47.0
57325	Oxymorphone	Pain	8.0	May 21, 2014	14.0
201175	Zoloft	Depression	10.0	November 19, 2016	88.0
71316	Levora	Birth Control	9.0	January 23, 2017	1.0
188538	ParaGard	Birth Control	9.0	September 19, 2016	12.0
185352	Saxenda	Obesity	2.0	September 25, 2017	12.0
32917	Seasonique	Birth Control	4.0	August 6, 2016	4.0
39581	Contrave	Obesity	9.0	March 29, 2016	40.0
130586	Levonorgestrel	Birth Control	10.0	May 1, 2012	2.0
23827	Saphris	Bipolar Disorde	7.0	January 8, 2016	7.0
230489	Depo-Provera	Birth Control	2.0	October 10, 2012	2.0
27860	Lexapro	Anxiety	1.0	December 3, 2016	25.0
231485	Trazodone	Depression	10.0	June 1, 2016	63.0
188605	ParaGard	Birth Control	10.0	January 28, 2016	14.0
108982	Nexplanon	Birth Control	1.0	May 23, 2017	2.0
163702	Mirtazapine	Anxiety	10.0	November 6, 2012	51.0
90969	Norco	Pain	10.0	May 21, 2012	19.0
145785	Qsymia	Weight Loss	10.0	May 26, 2014	61.0
42603	Concerta	ADHD	10.0	February 7, 2012	43.0
6471	Ocella	Birth Control	8.0	February 2, 2013	22.0
217657	Strattera	ADHD	3.0	July 4, 2016	8.0
142190	Levonorgestrel	Birth Control	7.0	December 3, 2017	1.0
63522	Epiduo	Acne	10.0	July 21, 2015	14.0
64773	Sertraline	Anxiety and Stress	10.0	July 9, 2015	100.0
199374	Depo-Provera	Birth Control	10.0	August 14, 2015	5.0
158928	TriNessa	Acne	3.0	September 22, 2017	2.0
170871	Quetiapine	Bipolar Disorde	10.0	December 4, 2011	30.0
158491	Methylphenidate	Depression	10.0	May 12, 2015	54.0
141645	Escitalopram	Depression	10.0	November 3, 2012	81.0
145840	Qsymia	Weight Loss	1.0	August 21, 2013	59.0
220053	Amitriptyline	Insomnia	1.0	April 19, 2016	15.0
216074	Copper	Birth Control	9.0	September 16, 2015	10.0
225955	Bupropion	Depression	9.0	June 8, 2009	46.0
212128	Lamotrigine	Bipolar Disorde	8.0	June 25, 2014	16.0
140512	Escitalopram	Anxiety	10.0	October 30, 2016	25.0
227611	Etonogestrel	Birth Control	4.0	June 4, 2012	1.0
62170	Citalopram	Anxiety and Stress	9.0	December 31, 2013	153.0
143379	Etonogestrel	Birth Control	8.0	February 18, 2017	1.0
8673	Zolpidem	Insomnia	8.0	October 5, 2009	5.0
28999	Lexapro	Depression	9.0	July 20, 2008	46.0
171020	Quetiapine	Insomnia	9.0	November 14, 2009	60.0
107729	Implanon	Birth Control	3.0	February 2, 2010	1.0
60484	NuvaRing	Birth Control	10.0	June 21, 2008	37.0
38585	Liletta	Birth Control	6.0	April 5, 2017	2.0
109424	Nexplanon	Birth Control	5.0	December 4, 2016	10.0
184517	Hydroxyzine	Anxiety	7.0	July 8, 2012	38.0
20878	Ramelteon	Insomnia	1.0	September 3, 2009	5.0
66572	Seroquel	Bipolar Disorde	9.0	November 14, 2017	1.0
20719	Nucynta	Pain	9.0	July 25, 2011	29.0
133210	Tri-Sprintec	Acne	3.0	January 29, 2013	10.0
201719	Zoloft	Depression	10.0	May 26, 2013	179.0
124622	Skyla	Birth Control	4.0	May 21, 2015	6.0
189488	Oxycodone	Pain	9.0	December 13, 2011	8.0
95811	Sertraline	Depression	6.0	May 12, 2014	25.0
42668	Concerta	ADHD	7.0	February 4, 2010	21.0
147119	Alprazolam	Anxiety	10.0	July 30, 2014	134.0
115035	Diazepam	Anxiety	9.0	August 1, 2015	68.0
203820	Suvorexant	Insomnia	1.0	June 18, 2016	24.0
158784	Methylphenidate	ADHD	9.0	June 24, 2008	122.0
26702	Sprintec	Birth Control	9.0	October 31, 2010	27.0
26293	Sprintec	Birth Control	10.0	March 8, 2016	8.0
6482	Ocella	Birth Control	9.0	October 19, 2009	3.0
180405	Diclofenac	Pain	9.0	November 2, 2010	17.0
33047	Seasonique	Birth Control	8.0	February 7, 2011	6.0
149097	Mirena	Birth Control	1.0	August 8, 2015	20.0
46810	Xenical	Obesity	8.0	May 14, 2017	20.0
103408	Celecoxib	Pain	9.0	April 10, 2008	119.0
114441	Atarax	Anxiety	8.0	August 22, 2011	60.0
5069	Orsythia	Birth Control	8.0	May 13, 2016	2.0
109310	Nexplanon	Birth Control	7.0	January 6, 2017	6.0
121905	Venlafaxine	Depression	9.0	September 23, 2012	1.0
26631	Sprintec	Birth Control	6.0	November 22, 2011	0.0
126104	Viibryd	Depression	9.0	January 15, 2013	38.0
145495	Qsymia	Weight Loss	10.0	July 1, 2017	21.0
152576	Lortab	Pain	7.0	September 4, 2009	26.0
39159	Contrave	Weight Loss	4.0	May 4, 2017	7.0
47631	Tapentadol	Pain	9.0	April 25, 2012	30.0
134546	Ketorolac	Pain	10.0	June 6, 2016	9.0
128860	Phentermine	Weight Loss	10.0	July 22, 2014	57.0
55635	Effexor	Depression	9.0	March 13, 2017	22.0
158940	Methylphenidate	ADHD	10.0	April 16, 2008	72.0
228124	Etonogestrel	Birth Control	10.0	April 11, 2010	5.0
160309	Buspirone	Anxiety	1.0	January 30, 2017	23.0
157830	Accutane	Acne	9.0	July 31, 2013	25.0
5816	Opana	Pain	10.0	December 4, 2009	14.0
78165	Zyprexa	Depression	7.0	February 13, 2012	83.0
121103	Venlafaxine	Depression	1.0	January 6, 2017	10.0
8674	Zolpidem	Insomnia	6.0	October 4, 2009	35.0
145101	Etonogestrel	Birth Control	5.0	November 7, 2015	1.0
157790	Accutane	Acne	8.0	July 31, 2014	23.0
185300	Saxenda	Obesity	5.0	November 11, 2017	2.0
159049	TriNessa	Birth Control	1.0	August 9, 2015	5.0
135749	Percocet	Pain	10.0	June 24, 2016	37.0
189497	Oxycodone	Pain	10.0	November 2, 2011	74.0
152963	Doxycycline	Acne	10.0	January 3, 2017	10.0
186060	Desvenlafaxine	Depression	3.0	November 28, 2015	13.0
69392	Buprenorphine	Pain	10.0	September 9, 2016	54.0
96813	Ambien	Insomnia	10.0	November 19, 2016	72.0
4685	Belviq	Weight Loss	8.0	May 17, 2015	38.0
81311	Yaz	Birth Control	9.0	July 7, 2015	16.0
226218	Etonogestrel	Birth Control	8.0	September 15, 2015	3.0
78604	Daytrana	ADHD	9.0	February 10, 2010	24.0
177320	Duloxetine	Depression	10.0	December 16, 2016	27.0
4551	Belviq	Weight Loss	1.0	April 2, 2016	24.0
229622	Lurasidone	Bipolar Disorde	5.0	September 23, 2014	52.0
177893	Duloxetine	Depression	10.0	October 16, 2012	32.0
101070	Rexulti	Depression	10.0	November 7, 2016	45.0
201467	Zoloft	Depression	10.0	October 14, 2015	102.0
71722	Tramadol	Pain	9.0	February 13, 2017	25.0
212381	Lamotrigine	Bipolar Disorde	10.0	August 24, 2009	45.0
24089	Tretinoin	Acne	8.0	February 14, 2016	25.0
76880	Lorcaserin	Obesity	8.0	September 14, 2015	36.0
78582	Daytrana	ADHD	10.0	November 11, 2014	25.0
96486	Sertraline	Bipolar Disorde	10.0	April 11, 2009	21.0
123565	Skyla	Birth Control	10.0	May 9, 2017	3.0
166235	Levonorgestrel	Birth Control	9.0	January 17, 2017	2.0
51749	Aczone	Acne	10.0	March 18, 2012	15.0
26318	Sprintec	Birth Control	8.0	January 13, 2016	1.0
134784	Ketorolac	Pain	10.0	October 3, 2010	9.0
170261	Quetiapine	Insomnia	10.0	September 17, 2016	63.0
45978	Fluoxetine	Anxiety and Stress	10.0	January 11, 2014	173.0
5154	Orsythia	Birth Control	2.0	October 8, 2015	7.0
97101	Ambien	Insomnia	1.0	January 8, 2013	57.0
126052	Viibryd	Depression	3.0	July 12, 2013	61.0
170873	Quetiapine	Depression	9.0	November 28, 2011	7.0
63331	Epiduo	Acne	9.0	December 22, 2016	4.0
148832	Mirena	Birth Control	10.0	March 16, 2016	6.0
10823	Mononessa	Birth Control	1.0	August 17, 2016	5.0
129173	Levonorgestrel	Birth Control	5.0	October 19, 2015	4.0
157178	Differin	Acne	9.0	January 30, 2015	65.0
129681	Levonorgestrel	Birth Control	6.0	June 5, 2015	6.0
215914	Copper	Birth Control	9.0	April 10, 2016	2.0
142866	Etonogestrel	Birth Control	1.0	September 22, 2017	2.0
95995	Sertraline	Depression	9.0	March 22, 2013	85.0
128895	Phentermine	Weight Loss	10.0	June 8, 2014	22.0
39285	Contrave	Weight Loss	10.0	March 8, 2017	33.0
144643	Etonogestrel	Birth Control	7.0	February 25, 2016	3.0
71471	Levora	Birth Control	3.0	August 30, 2011	4.0
35028	Minocycline	Acne	9.0	December 28, 2008	30.0
172800	Clonazepam	Anxiety	9.0	April 5, 2015	47.0
37649	Vyvanse	ADHD	5.0	July 17, 2009	6.0
191365	Lisdexamfetamine	ADHD	10.0	January 20, 2017	34.0
168129	Jolessa	Birth Control	3.0	May 31, 2011	3.0
122034	Venlafaxine	Depression	9.0	August 22, 2011	1.0
183387	Cymbalta	Pain	10.0	December 27, 2011	26.0
23322	Methadone	Pain	10.0	March 17, 2012	91.0
101439	Atralin	Acne	10.0	June 24, 2011	14.0
222153	Rozerem	Insomnia	1.0	January 2, 2013	68.0
226748	Etonogestrel	Birth Control	8.0	April 16, 2015	8.0
5359	Cryselle	Birth Control	9.0	September 21, 2017	3.0
144622	Etonogestrel	Birth Control	1.0	March 2, 2016	1.0
160525	Buspirone	Anxiety	6.0	September 5, 2015	45.0
157819	Accutane	Acne	10.0	December 24, 2014	78.0
114455	Atarax	Anxiety	1.0	January 18, 2017	23.0
26094	Sprintec	Birth Control	9.0	March 6, 2017	9.0
100711	Orlistat	Obesity	1.0	April 18, 2017	18.0
190553	Butorphanol	Pain	10.0	August 23, 2008	30.0
81988	Liraglutide	Obesity	10.0	October 13, 2016	19.0
212307	Lamotrigine	Bipolar Disorde	10.0	June 16, 2011	8.0
193842	Hydrocodone	Pain	3.0	September 5, 2015	32.0
24174	Tretinoin	Acne	9.0	September 20, 2015	13.0
54099	Ritalin	ADHD	9.0	October 23, 2009	64.0
25994	Kapvay	ADHD	10.0	April 16, 2011	65.0
30219	Klonopin	Bipolar Disorde	10.0	April 20, 2013	81.0
181663	Prozac	Anxiety and Stress	9.0	April 30, 2013	68.0
90328	Vicodin	Pain	9.0	March 20, 2008	134.0
201647	Zoloft	Depression	10.0	November 3, 2014	129.0
217886	Strattera	ADHD	5.0	March 3, 2011	15.0
227669	Etonogestrel	Birth Control	5.0	March 20, 2012	2.0
53513	Sharobel	Birth Control	10.0	September 27, 2017	1.0
205507	Pristiq	Depression	8.0	November 1, 2013	81.0
76815	Lorcaserin	Weight Loss	5.0	February 22, 2016	16.0
177386	Duloxetine	Pain	9.0	September 21, 2016	20.0
186252	Desvenlafaxine	Depression	1.0	April 4, 2013	35.0
184438	Hydroxyzine	Anxiety	7.0	May 22, 2013	129.0
202362	Lithium	Bipolar Disorde	10.0	July 19, 2017	19.0
123288	Apri	Birth Control	2.0	September 1, 2015	0.0
102461	Aripiprazole	Bipolar Disorde	7.0	August 19, 2016	14.0
26729	Sprintec	Birth Control	5.0	August 7, 2011	2.0
176624	Lorazepam	Insomnia	8.0	October 19, 2010	74.0
110487	Nexplanon	Birth Control	8.0	January 4, 2016	0.0
172675	Clonazepam	Insomnia	1.0	July 3, 2015	49.0
45435	Fluoxetine	Depression	10.0	March 15, 2015	88.0
120982	Venlafaxine	Depression	9.0	July 18, 2017	6.0
176306	Lorazepam	Anxiety	10.0	February 24, 2016	15.0
102960	Aripiprazole	Depression	1.0	April 3, 2010	41.0
63698	Epiduo	Acne	10.0	October 7, 2013	14.0
97132	Ambien	Insomnia	9.0	August 10, 2011	8.0
174060	Valium	Anxiety	10.0	March 20, 2015	63.0
63395	Epiduo	Acne	8.0	August 24, 2016	3.0
112098	Gabapentin	Anxiety	8.0	May 31, 2017	23.0
97277	Ambien	Insomnia	10.0	November 16, 2008	103.0
123619	Skyla	Birth Control	8.0	May 30, 2017	3.0
143369	Etonogestrel	Birth Control	10.0	February 22, 2017	2.0
176517	Lorazepam	Insomnia	8.0	March 18, 2013	79.0
58509	Jolivette	Birth Control	2.0	October 25, 2015	6.0
205463	Pristiq	Depression	9.0	September 13, 2013	63.0
60155	NuvaRing	Birth Control	5.0	April 21, 2013	10.0
18386	Voltaren	Pain	1.0	November 23, 2011	13.0
205920	Pristiq	Depression	8.0	July 26, 2009	20.0
125954	Viibryd	Depression	8.0	July 3, 2015	29.0
180278	Diclofenac	Pain	1.0	November 22, 2016	23.0
195967	Levomilnacipran	Depression	2.0	September 22, 2014	66.0
153558	Velivet	Birth Control	5.0	May 1, 2017	2.0
126085	Viibryd	Depression	10.0	February 22, 2013	97.0
78174	Zyprexa	Bipolar Disorde	9.0	October 26, 2011	36.0
226	Medroxyprogesterone	Birth Control	1.0	June 25, 2015	7.0
61634	Citalopram	Depression	3.0	July 25, 2016	11.0
50052	Gabapentin	Pain	10.0	July 27, 2015	133.0
46709	Clindamycin	Acne	10.0	November 7, 2017	4.0
45779	Fluoxetine	Depression	9.0	August 13, 2010	122.0
96661	Neurontin	Pain	9.0	October 4, 2009	69.0
125844	Viibryd	Depression	8.0	August 31, 2016	15.0
124093	Skyla	Birth Control	1.0	March 14, 2016	8.0
139780	Nora-Be	Birth Control	7.0	June 16, 2015	10.0
135560	Intuniv	ADHD	3.0	December 10, 2015	19.0
19696	Pregabalin	Pain	10.0	September 15, 2011	55.0
126830	Dilaudid	Pain	9.0	June 18, 2010	15.0
163602	Mirtazapine	Insomnia	8.0	May 23, 2014	46.0
206872	Duac	Acne	8.0	October 10, 2009	9.0
135157	Dapsone	Acne	10.0	April 2, 2010	39.0
180475	Diclofenac	Pain	9.0	July 28, 2008	68.0
98054	Nexplanon	Birth Control	9.0	September 2, 2015	2.0
43487	Hydromorphone	Pain	10.0	February 3, 2011	8.0
62152	Citalopram	Depression	8.0	April 18, 2014	79.0
106897	Implanon	Birth Control	10.0	May 8, 2014	3.0
171672	Wellbutrin	Bipolar Disorde	1.0	December 11, 2009	29.0
88437	Adderall	ADHD	6.0	October 4, 2012	34.0
27900	Lexapro	Anxiety	9.0	May 22, 2016	27.0
198872	Depo-Provera	Birth Control	10.0	November 10, 2016	2.0
140765	Escitalopram	Depression	9.0	July 6, 2016	2.0
128631	Phentermine	Weight Loss	9.0	June 16, 2015	20.0
205810	Pristiq	Depression	8.0	June 25, 2010	15.0
105856	Atomoxetine	ADHD	4.0	November 27, 2016	0.0
179087	Olanzapine	Bipolar Disorde	8.0	September 20, 2017	3.0
28825	Lexapro	Anxiety	6.0	June 2, 2010	15.0
225545	Bupropion	Depression	10.0	November 23, 2013	41.0
129458	Levonorgestrel	Birth Control	6.0	August 20, 2015	7.0
170416	Quetiapine	Insomnia	10.0	December 18, 2015	71.0
210955	Mirtazapine	Anxiety	1.0	December 18, 2015	31.0
95114	Guanfacine	ADHD	1.0	March 20, 2017	5.0
153649	Doxycycline	Acne	8.0	September 5, 2011	15.0
222582	Kyleena	Birth Control	8.0	May 10, 2017	1.0
147454	Alprazolam	Anxiety	10.0	August 9, 2010	44.0
153257	Doxycycline	Acne	9.0	April 28, 2015	39.0
231335	Trazodone	Insomnia	1.0	May 12, 2017	13.0
186190	Desvenlafaxine	Depression	8.0	November 1, 2013	81.0
97064	Contrave	Weight Loss	1.0	February 22, 2017	8.0
186226	Desvenlafaxine	Depression	7.0	December 2, 2012	27.0
225531	Bupropion	Depression	10.0	June 22, 2014	88.0
20709	Nucynta	Pain	9.0	August 30, 2011	13.0
185327	Saxenda	Obesity	9.0	September 6, 2017	42.0
224815	Bupropion	ADHD	10.0	January 18, 2017	30.0
186284	Desvenlafaxine	Depression	1.0	June 13, 2012	13.0
2541	Camrese	Birth Control	1.0	February 2, 2014	31.0
205593	Pristiq	Anxiety	1.0	December 22, 2011	5.0
30256	Klonopin	Anxiety	9.0	September 10, 2012	34.0
229760	Lurasidone	Bipolar Disorde	9.0	May 30, 2012	61.0
55821	Effexor	Bipolar Disorde	10.0	April 15, 2013	21.0
102454	Aripiprazole	Bipolar Disorde	1.0	September 15, 2016	11.0
112068	Gabapentin	Anxiety	10.0	August 8, 2017	86.0
119128	Zoloft	Depression	8.0	May 27, 2009	137.0
109850	Nexplanon	Birth Control	10.0	June 23, 2016	9.0
148928	Mirena	Birth Control	9.0	March 1, 2016	17.0
205513	Pristiq	Depression	10.0	April 29, 2013	35.0
191637	Lisdexamfetamine	ADHD	9.0	July 11, 2013	53.0
71458	Levora	Birth Control	9.0	January 3, 2012	10.0
225574	Bupropion	Depression	2.0	February 3, 2014	40.0
176210	Lorazepam	Anxiety	1.0	March 18, 2017	20.0
228579	Geodon	Bipolar Disorde	10.0	June 17, 2012	62.0
61630	Citalopram	Depression	10.0	July 30, 2016	17.0
110287	Nexplanon	Birth Control	1.0	March 5, 2016	2.0
107816	Implanon	Birth Control	10.0	June 3, 2009	42.0
128732	Phentermine	Weight Loss	10.0	March 31, 2015	76.0
143671	Etonogestrel	Birth Control	1.0	December 18, 2016	7.0
6263	Tryptophan	Insomnia	10.0	March 25, 2011	61.0
220398	Amitriptyline	Pain	8.0	November 13, 2013	176.0
187867	Etonogestrel	Birth Control	1.0	October 4, 2017	4.0
102614	Aripiprazole	Depression	10.0	December 29, 2015	50.0
172352	Clonazepam	Anxiety	10.0	January 20, 2017	20.0
89146	Celexa	Depression	10.0	June 3, 2017	32.0
93669	Morphine	Pain	10.0	December 22, 2010	29.0
471	Medroxyprogesterone	Birth Control	8.0	May 1, 2015	4.0
6808	Beyaz	Birth Control	10.0	July 27, 2011	20.0
158394	Methylphenidate	ADHD	5.0	June 15, 2016	16.0
102833	Aripiprazole	Depression	3.0	February 19, 2013	94.0
93570	Oxymorphone	Pain	9.0	July 25, 2017	5.0
5921	Opana	Pain	8.0	February 24, 2014	32.0
143402	Etonogestrel	Birth Control	1.0	February 24, 2017	1.0
158450	Methylphenidate	ADHD	9.0	February 2, 2016	11.0
93414	Vortioxetine	Depression	1.0	April 3, 2015	50.0
217762	Strattera	ADHD	2.0	January 18, 2016	3.0
45913	Fluoxetine	Depression	9.0	September 23, 2008	126.0
130576	Levonorgestrel	Birth Control	10.0	May 18, 2012	2.0
29890	Oxazepam	Anxiety	10.0	January 23, 2011	32.0
229523	Lurasidone	Bipolar Disorde	10.0	October 6, 2015	1.0
193905	Dilaudid	Pain	1.0	March 25, 2017	6.0
219306	Dexmethylphenidate	ADHD	1.0	March 12, 2017	16.0
81178	Yaz	Acne	8.0	August 9, 2017	8.0
147879	Norethindrone	Birth Control	10.0	July 14, 2017	8.0
97087	Ambien	Insomnia	9.0	June 15, 2013	16.0
149640	Mirena	Birth Control	10.0	June 21, 2012	0.0
95135	Guanfacine	ADHD	7.0	October 20, 2016	10.0
96247	Sertraline	Depression	10.0	March 8, 2012	45.0
197487	Paroxetine	Anxiety and Stress	5.0	September 21, 2009	19.0
143873	Etonogestrel	Birth Control	5.0	September 2, 2016	4.0
118903	Zoloft	Anxiety and Stress	7.0	September 26, 2011	12.0
93768	Morphine	Pain	1.0	November 10, 2009	12.0
83358	Paxil	Depression	8.0	January 28, 2009	13.0
226669	Etonogestrel	Birth Control	9.0	May 18, 2015	8.0
89693	Celexa	Depression	5.0	April 18, 2011	25.0
105938	Atomoxetine	ADHD	10.0	May 2, 2016	16.0
219444	Dexmethylphenidate	ADHD	7.0	September 11, 2010	18.0
52624	Doryx	Acne	3.0	December 15, 2015	8.0
109530	Nexplanon	Birth Control	3.0	September 25, 2016	5.0
96183	Sertraline	Anxiety and Stress	6.0	January 13, 2012	41.0
186584	Desvenlafaxine	Depression	9.0	January 3, 2010	9.0
5393	Cryselle	Birth Control	8.0	May 3, 2013	16.0
123626	Skyla	Birth Control	10.0	May 22, 2017	4.0
112717	Lunesta	Insomnia	10.0	June 27, 2008	6.0
123414	Apri	Birth Control	8.0	December 16, 2009	1.0
34702	Minocycline	Acne	1.0	December 5, 2015	3.0
231499	Trazodone	Insomnia	9.0	April 27, 2016	59.0
128288	Phentermine	Weight Loss	10.0	January 12, 2016	78.0
216150	Copper	Birth Control	10.0	July 8, 2015	8.0
225852	Bupropion	Depression	8.0	July 7, 2010	43.0
227374	Etonogestrel	Birth Control	9.0	August 23, 2013	9.0
168959	Vilazodone	Depression	3.0	September 17, 2012	9.0
219357	Dexmethylphenidate	ADHD	9.0	April 12, 2016	15.0
17321	Errin	Birth Control	6.0	November 30, 2016	7.0
229512	Lurasidone	Bipolar Disorde	10.0	October 25, 2015	41.0
77	Medroxyprogesterone	Birth Control	1.0	November 11, 2015	2.0
109116	Nexplanon	Birth Control	9.0	April 5, 2017	12.0
72465	Tramadol	Pain	2.0	November 10, 2011	4.0
63626	Epiduo	Acne	9.0	October 8, 2014	36.0
185788	Saxenda	Obesity	10.0	April 2, 2016	33.0
61660	Citalopram	Anxiety and Stress	8.0	May 19, 2016	28.0
27878	Lexapro	Anxiety	10.0	March 24, 2017	52.0
145113	Etonogestrel	Birth Control	9.0	November 4, 2015	2.0
94061	Trintellix	Depression	9.0	August 26, 2016	127.0
147674	Aviane	Birth Control	9.0	June 11, 2009	3.0
172560	Clonazepam	Insomnia	1.0	January 4, 2016	33.0
19838	Pregabalin	Pain	10.0	January 29, 2009	27.0
167138	Levonorgestrel	Birth Control	10.0	May 20, 2016	11.0
140685	Escitalopram	Anxiety	10.0	September 16, 2016	23.0
107351	Implanon	Birth Control	6.0	November 14, 2011	0.0
75881	Temazepam	Insomnia	10.0	January 29, 2012	22.0
