id	drugName	condition	rating	date	usefulCount
7842	Xanax	Anxiety	9.0	January 28, 2013	69.0
8050	Xanax	Anxiety	10.0	July 26, 2008	55.0
7636	Xanax	Anxiety	8.0	June 13, 2015	31.0
7722	Xanax	Anxiety	10.0	July 2, 2013	48.0
7930	Xanax	Depression	10.0	November 15, 2012	113.0
8035	Xanax	Anxiety	10.0	November 13, 2008	142.0
7490	Xanax	Anxiety	10.0	August 15, 2016	35.0
7461	Xanax	Anxiety	10.0	June 11, 2017	19.0
7870	Xanax	Anxiety	10.0	February 8, 2011	18.0
7839	Xanax	Anxiety	10.0	February 23, 2013	98.0
7952	Xanax	Depression	8.0	May 3, 2012	113.0
7983	Xanax	Anxiety	4.0	July 20, 2009	84.0
7629	Xanax	Anxiety	10.0	February 5, 2016	27.0
7874	Xanax	Anxiety	10.0	January 25, 2011	10.0
7962	Xanax	Anxiety	10.0	February 12, 2010	32.0
7731	Xanax	Anxiety	10.0	February 16, 2014	86.0
7667	Xanax	Anxiety	9.0	July 4, 2014	85.0
7725	Xanax	Anxiety	9.0	June 13, 2013	35.0
7933	Xanax	Anxiety	10.0	October 8, 2012	69.0
7732	Xanax	Anxiety	9.0	February 15, 2014	46.0
7872	Xanax	Anxiety	10.0	February 3, 2011	8.0
7680	Xanax	Anxiety	10.0	February 23, 2015	81.0
7542	Xanax	Depression	10.0	October 11, 2016	82.0
7843	Xanax	Anxiety	10.0	January 28, 2013	112.0
7981	Xanax	Depression	9.0	August 3, 2009	76.0
7871	Xanax	Anxiety	9.0	February 7, 2011	10.0
7639	Xanax	Anxiety	8.0	June 2, 2015	24.0
7816	Xanax	Anxiety	9.0	August 20, 2010	29.0
8021	Xanax	Anxiety	10.0	September 24, 2009	10.0
7743	Xanax	Depression	10.0	November 21, 2013	179.0
7618	Xanax	Anxiety	5.0	March 17, 2016	41.0
7441	Xanax	Anxiety	10.0	September 7, 2017	40.0
7694	Xanax	Anxiety	10.0	December 13, 2014	74.0
7795	Xanax	Anxiety	10.0	August 3, 2011	8.0
7837	Xanax	Anxiety	10.0	March 2, 2013	61.0
7495	Xanax	Anxiety	10.0	June 29, 2016	77.0
7997	Xanax	Anxiety	10.0	May 4, 2009	134.0
7466	Xanax	Anxiety	10.0	May 31, 2017	32.0
7982	Xanax	Anxiety	10.0	August 2, 2009	40.0
7963	Xanax	Depression	10.0	February 8, 2010	62.0
7625	Xanax	Anxiety	8.0	February 26, 2016	18.0
7707	Xanax	Anxiety	10.0	August 27, 2013	89.0
7886	Xanax	Anxiety	10.0	March 7, 2012	10.0
7799	Xanax	Anxiety	10.0	July 13, 2011	5.0
7497	Xanax	Anxiety	10.0	June 22, 2016	59.0
8001	Xanax	Anxiety	10.0	April 13, 2009	66.0
8044	Xanax	Anxiety	10.0	September 30, 2008	42.0
7923	Xanax	Depression	10.0	January 7, 2009	56.0
7473	Xanax	Depression	10.0	May 11, 2017	16.0
8027	Xanax	Anxiety	1.0	August 28, 2009	15.0
7474	Xanax	Anxiety	7.0	May 10, 2017	18.0
147353	Alprazolam	Anxiety	10.0	October 28, 2011	4.0
147298	Alprazolam	Anxiety	10.0	August 12, 2012	46.0
147119	Alprazolam	Anxiety	10.0	July 30, 2014	134.0
147454	Alprazolam	Anxiety	10.0	August 9, 2010	44.0
146778	Alprazolam	Anxiety	8.0	June 7, 2017	34.0
146875	Alprazolam	Anxiety	10.0	April 8, 2016	79.0
146808	Alprazolam	Anxiety	8.0	March 16, 2017	110.0
146805	Alprazolam	Anxiety	1.0	March 24, 2017	1.0
146731	Alprazolam	Anxiety	6.0	November 6, 2017	0.0
201752	Alprazolam	Anxiety	10.0	September 24, 2008	46.0
146887	Alprazolam	Depression	10.0	March 15, 2016	68.0
146853	Alprazolam	Anxiety	8.0	January 8, 2017	30.0
147405	Alprazolam	Anxiety	10.0	August 3, 2011	8.0
147153	Alprazolam	Anxiety	10.0	October 3, 2013	89.0
147227	Alprazolam	Anxiety	10.0	July 22, 2013	41.0
146733	Alprazolam	Anxiety	9.0	October 22, 2017	6.0
147074	Alprazolam	Anxiety	7.0	January 28, 2015	53.0
201796	Alprazolam	Anxiety	9.0	March 17, 2008	45.0
147494	Alprazolam	Anxiety	10.0	August 18, 2009	77.0
147110	Alprazolam	Depression	10.0	September 26, 2014	71.0
147188	Alprazolam	Anxiety	10.0	April 9, 2014	45.0
201626	Alprazolam	Anxiety	10.0	December 19, 2008	29.0
147232	Alprazolam	Anxiety	10.0	July 2, 2013	48.0
146949	Alprazolam	Anxiety	10.0	December 21, 2015	6.0
147253	Alprazolam	Anxiety	10.0	December 7, 2012	102.0
146777	Alprazolam	Anxiety	10.0	June 10, 2017	11.0
147643	Alprazolam	Anxiety	10.0	January 24, 2009	8.0
146978	Alprazolam	Anxiety	10.0	February 5, 2016	27.0
147333	Alprazolam	Anxiety	10.0	December 13, 2011	15.0
201754	Alprazolam	Anxiety	10.0	September 12, 2008	5.0
147510	Alprazolam	Anxiety	10.0	November 28, 2009	18.0
146728	Alprazolam	Anxiety	10.0	November 18, 2017	0.0
147499	Alprazolam	Anxiety	10.0	December 14, 2009	8.0
147235	Alprazolam	Anxiety	10.0	June 17, 2013	17.0
147444	Alprazolam	Anxiety	10.0	September 18, 2010	15.0
147057	Alprazolam	Depression	1.0	April 11, 2015	62.0
146815	Alprazolam	Anxiety	8.0	February 19, 2017	11.0
147641	Alprazolam	Depression	10.0	February 4, 2009	35.0
146988	Alprazolam	Anxiety	10.0	January 16, 2016	77.0
147654	Alprazolam	Anxiety	8.0	May 4, 2009	3.0
147165	Alprazolam	Depression	10.0	August 24, 2013	201.0
146743	Alprazolam	Anxiety	10.0	September 7, 2017	40.0
146906	Alprazolam	Depression	10.0	November 14, 2016	32.0
147026	Alprazolam	Anxiety	10.0	July 27, 2015	6.0
147549	Alprazolam	Anxiety	10.0	August 2, 2009	40.0
147296	Alprazolam	Anxiety	10.0	January 2, 2012	1.0
147491	Alprazolam	Anxiety	10.0	September 6, 2009	81.0
147093	Alprazolam	Anxiety	8.0	December 1, 2014	44.0
201751	Alprazolam	Anxiety	10.0	September 30, 2008	42.0
147337	Alprazolam	Anxiety	10.0	December 9, 2011	9.0
146800	Alprazolam	Anxiety	10.0	April 5, 2017	35.0
147162	Alprazolam	Anxiety	10.0	September 4, 2013	10.0
147243	Alprazolam	Anxiety	10.0	April 26, 2013	7.0
147478	Alprazolam	Anxiety	9.0	October 14, 2009	2.0
147630	Alprazolam	Anxiety	9.0	March 10, 2009	35.0
147135	Alprazolam	Anxiety	10.0	January 2, 2014	40.0
146835	Alprazolam	Anxiety	10.0	August 28, 2016	48.0
147340	Alprazolam	Anxiety	10.0	December 4, 2011	11.0
146827	Alprazolam	Anxiety	10.0	September 20, 2016	45.0
146820	Alprazolam	Anxiety	9.0	February 3, 2017	11.0
146877	Alprazolam	Anxiety	10.0	April 2, 2016	84.0
147571	Alprazolam	Anxiety	10.0	June 2, 2009	60.0
201635	Alprazolam	Anxiety	10.0	November 17, 2008	21.0
147197	Alprazolam	Anxiety	10.0	February 17, 2014	132.0
147342	Alprazolam	Anxiety	8.0	December 1, 2011	7.0
147314	Alprazolam	Anxiety	9.0	April 11, 2012	2.0
146990	Alprazolam	Depression	9.0	January 11, 2016	56.0
146928	Alprazolam	Anxiety	9.0	June 24, 2016	9.0
146741	Alprazolam	Anxiety	10.0	September 17, 2017	19.0
147395	Alprazolam	Anxiety	10.0	February 8, 2011	18.0
147276	Alprazolam	Anxiety	9.0	February 27, 2012	29.0
147079	Alprazolam	Anxiety	8.0	January 13, 2015	17.0
201767	Alprazolam	Depression	5.0	July 19, 2008	8.0
147528	Alprazolam	Anxiety	6.0	March 2, 2010	34.0
147126	Alprazolam	Anxiety	10.0	February 11, 2014	7.0
146915	Alprazolam	Anxiety	7.0	October 12, 2016	18.0
146987	Alprazolam	Anxiety	1.0	January 20, 2016	9.0
147112	Alprazolam	Anxiety	10.0	September 16, 2014	69.0
147535	Alprazolam	Anxiety	9.0	February 4, 2010	17.0
201761	Alprazolam	Depression	10.0	July 29, 2008	5.0
147123	Alprazolam	Anxiety	10.0	February 16, 2014	86.0
147255	Alprazolam	Depression	3.0	December 6, 2012	101.0
146885	Alprazolam	Anxiety	9.0	March 19, 2016	51.0
146767	Alprazolam	Anxiety	8.0	July 11, 2017	15.0
201642	Alprazolam	Anxiety	10.0	October 24, 2008	6.0
146817	Alprazolam	Anxiety	10.0	February 17, 2017	47.0
201624	Alprazolam	Anxiety	10.0	December 28, 2008	69.0
146914	Alprazolam	Anxiety	8.0	October 16, 2016	9.0
147508	Alprazolam	Anxiety	10.0	November 30, 2009	27.0
147160	Alprazolam	Anxiety	10.0	September 7, 2013	50.0
146889	Alprazolam	Depression	10.0	March 10, 2016	74.0
146975	Alprazolam	Anxiety	9.0	February 18, 2016	8.0
146904	Alprazolam	Anxiety	10.0	November 22, 2016	48.0
147670	Alprazolam	Anxiety	10.0	April 5, 2009	29.0
147427	Alprazolam	Anxiety	10.0	January 18, 2011	8.0
147207	Alprazolam	Anxiety	10.0	February 25, 2013	60.0
147181	Alprazolam	Anxiety	9.0	May 7, 2014	171.0
146867	Alprazolam	Anxiety	10.0	December 14, 2016	68.0
147091	Alprazolam	Anxiety	5.0	December 5, 2014	44.0
147404	Alprazolam	Anxiety	10.0	August 8, 2011	14.0
201630	Alprazolam	Anxiety	10.0	November 29, 2008	231.0
147295	Alprazolam	Anxiety	9.0	January 3, 2012	16.0
147653	Alprazolam	Anxiety	10.0	May 4, 2009	134.0
146873	Alprazolam	Anxiety	3.0	April 18, 2016	28.0
147432	Alprazolam	Anxiety	9.0	December 15, 2010	2.0
147365	Alprazolam	Anxiety	9.0	October 6, 2011	7.0
147096	Alprazolam	Depression	10.0	November 20, 2014	197.0
146970	Alprazolam	Anxiety	9.0	October 27, 2015	9.0
201753	Alprazolam	Anxiety	10.0	September 21, 2008	22.0
147198	Alprazolam	Depression	9.0	April 16, 2013	15.0
147134	Alprazolam	Anxiety	10.0	January 4, 2014	153.0
147001	Alprazolam	Anxiety	8.0	October 13, 2015	36.0
147264	Alprazolam	Anxiety	10.0	September 29, 2012	52.0
147004	Alprazolam	Anxiety	10.0	October 11, 2015	8.0
147506	Alprazolam	Anxiety	9.0	December 9, 2009	27.0
147143	Alprazolam	Anxiety	10.0	November 21, 2013	3.0
147157	Alprazolam	Anxiety	10.0	September 14, 2013	12.0
147172	Alprazolam	Anxiety	9.0	August 6, 2013	73.0
147180	Alprazolam	Anxiety	8.0	May 15, 2014	7.0
147360	Alprazolam	Anxiety	10.0	October 16, 2011	16.0
146981	Alprazolam	Anxiety	2.0	January 29, 2016	8.0
146838	Alprazolam	Depression	9.0	August 18, 2016	12.0
147095	Alprazolam	Anxiety	9.0	November 22, 2014	95.0
147014	Alprazolam	Anxiety	5.0	August 31, 2015	19.0
147326	Alprazolam	Anxiety	10.0	December 27, 2011	31.0
147290	Alprazolam	Anxiety	9.0	January 22, 2012	12.0
147097	Alprazolam	Anxiety	2.0	November 15, 2014	70.0
147358	Alprazolam	Anxiety	8.0	October 17, 2011	64.0
147661	Alprazolam	Anxiety	10.0	April 14, 2009	15.0
146775	Alprazolam	Anxiety	10.0	June 11, 2017	19.0
147236	Alprazolam	Anxiety	9.0	June 13, 2013	35.0
147320	Alprazolam	Anxiety	7.0	March 21, 2012	18.0
147416	Alprazolam	Anxiety	10.0	June 24, 2011	38.0
147668	Alprazolam	Anxiety	9.0	April 7, 2009	201.0
147220	Alprazolam	Anxiety	10.0	January 15, 2013	132.0
147124	Alprazolam	Anxiety	9.0	February 15, 2014	46.0
147554	Alprazolam	Anxiety	8.0	July 21, 2009	1.0
147161	Alprazolam	Anxiety	10.0	September 4, 2013	100.0
147548	Alprazolam	Depression	9.0	August 3, 2009	76.0
147543	Alprazolam	Anxiety	9.0	January 15, 2010	16.0
147148	Alprazolam	Anxiety	10.0	October 18, 2013	59.0
201764	Alprazolam	Anxiety	9.0	July 25, 2008	10.0
146938	Alprazolam	Anxiety	10.0	May 27, 2016	43.0
146998	Alprazolam	Anxiety	10.0	October 23, 2015	9.0
147229	Alprazolam	Depression	9.0	July 8, 2013	170.0
146860	Alprazolam	Anxiety	4.0	December 28, 2016	17.0
146866	Alprazolam	Anxiety	2.0	December 15, 2016	6.0
147410	Alprazolam	Anxiety	10.0	July 18, 2011	9.0
147254	Alprazolam	Anxiety	10.0	December 6, 2012	23.0
146740	Alprazolam	Anxiety	10.0	September 28, 2017	23.0
201775	Alprazolam	Depression	10.0	June 5, 2008	173.0
147042	Alprazolam	Anxiety	8.0	June 2, 2015	24.0
146940	Alprazolam	Depression	5.0	May 23, 2016	43.0
176624	Lorazepam	Insomnia	8.0	October 19, 2010	74.0
176306	Lorazepam	Anxiety	10.0	February 24, 2016	15.0
176517	Lorazepam	Insomnia	8.0	March 18, 2013	79.0
176210	Lorazepam	Anxiety	1.0	March 18, 2017	20.0
176494	Lorazepam	Insomnia	10.0	August 2, 2013	102.0
176544	Lorazepam	Anxiety	5.0	July 29, 2012	10.0
176149	Lorazepam	Anxiety	10.0	November 17, 2017	2.0
176173	Lorazepam	Anxiety	10.0	August 1, 2017	38.0
176394	Lorazepam	Anxiety	9.0	September 6, 2015	25.0
176607	Lorazepam	Anxiety	9.0	February 16, 2011	12.0
176184	Lorazepam	Anxiety	10.0	June 21, 2017	6.0
176699	Lorazepam	Anxiety	10.0	June 2, 2009	38.0
176593	Lorazepam	Anxiety	9.0	June 3, 2011	28.0
176217	Lorazepam	Anxiety	10.0	February 27, 2017	58.0
176415	Lorazepam	Anxiety	7.0	May 27, 2015	9.0
176510	Lorazepam	Anxiety	10.0	April 29, 2013	14.0
176739	Lorazepam	Anxiety	10.0	July 11, 2008	21.0
176193	Lorazepam	Insomnia	10.0	May 23, 2017	32.0
176244	Lorazepam	Anxiety	10.0	May 29, 2016	67.0
176155	Lorazepam	Anxiety	2.0	October 26, 2017	5.0
176533	Lorazepam	Anxiety	10.0	April 26, 2014	91.0
176529	Lorazepam	Anxiety	10.0	May 19, 2014	23.0
176575	Lorazepam	Insomnia	10.0	November 8, 2011	48.0
176526	Lorazepam	Anxiety	9.0	May 31, 2014	39.0
176207	Lorazepam	Anxiety	1.0	March 24, 2017	31.0
176426	Lorazepam	Anxiety	9.0	October 25, 2014	99.0
176411	Lorazepam	Anxiety	7.0	June 21, 2015	13.0
176453	Lorazepam	Anxiety	9.0	December 6, 2013	80.0
176423	Lorazepam	Anxiety	9.0	November 6, 2014	134.0
176688	Lorazepam	Anxiety	5.0	July 14, 2009	6.0
176430	Lorazepam	Anxiety	9.0	September 16, 2014	49.0
176584	Lorazepam	Anxiety	8.0	September 19, 2011	17.0
176211	Lorazepam	Anxiety	8.0	March 14, 2017	24.0
176384	Lorazepam	Insomnia	7.0	January 15, 2015	115.0
176636	Lorazepam	Anxiety	8.0	June 2, 2010	8.0
176179	Lorazepam	Anxiety	10.0	July 10, 2017	4.0
176375	Lorazepam	Insomnia	10.0	April 10, 2015	82.0
176736	Lorazepam	Anxiety	9.0	August 3, 2008	25.0
232154	Lorazepam	Anxiety	10.0	January 20, 2017	58.0
176442	Lorazepam	Anxiety	10.0	June 18, 2014	60.0
176701	Lorazepam	Anxiety	9.0	May 26, 2009	1.0
176201	Lorazepam	Anxiety	10.0	April 18, 2017	23.0
176432	Lorazepam	Insomnia	8.0	September 14, 2014	52.0
232157	Lorazepam	Anxiety	10.0	January 18, 2017	28.0
176456	Lorazepam	Anxiety	9.0	November 5, 2013	28.0
232170	Lorazepam	Anxiety	9.0	December 25, 2016	17.0
176556	Lorazepam	Anxiety	10.0	April 17, 2012	28.0
176353	Lorazepam	Anxiety	8.0	January 7, 2016	48.0
176360	Lorazepam	Anxiety	6.0	December 19, 2015	14.0
176718	Lorazepam	Insomnia	9.0	November 27, 2008	158.0
176696	Lorazepam	Anxiety	10.0	June 8, 2009	85.0
176448	Lorazepam	Anxiety	9.0	January 14, 2014	31.0
176506	Lorazepam	Anxiety	10.0	May 10, 2013	150.0
232165	Lorazepam	Anxiety	9.0	January 2, 2017	16.0
176267	Lorazepam	Anxiety	10.0	March 26, 2016	54.0
176522	Lorazepam	Anxiety	10.0	June 11, 2014	55.0
176223	Lorazepam	Anxiety	9.0	November 28, 2016	43.0
176363	Lorazepam	Insomnia	10.0	December 12, 2015	18.0
176654	Lorazepam	Anxiety	8.0	December 24, 2009	30.0
176548	Lorazepam	Anxiety	6.0	June 22, 2012	7.0
176252	Lorazepam	Anxiety	10.0	April 21, 2016	37.0
176480	Lorazepam	Insomnia	8.0	November 29, 2012	130.0
176295	Lorazepam	Anxiety	10.0	March 19, 2016	25.0
176373	Lorazepam	Anxiety	9.0	April 28, 2015	106.0
176376	Lorazepam	Anxiety	10.0	April 9, 2015	214.0
176232	Lorazepam	Anxiety	7.0	October 17, 2016	14.0
176595	Lorazepam	Anxiety	10.0	May 26, 2011	23.0
176224	Lorazepam	Anxiety	2.0	November 25, 2016	12.0
176594	Lorazepam	Anxiety	9.0	May 31, 2011	23.0
176365	Lorazepam	Anxiety	10.0	December 7, 2015	32.0
176553	Lorazepam	Anxiety	10.0	May 11, 2012	10.0
176351	Lorazepam	Anxiety	10.0	January 8, 2016	19.0
176498	Lorazepam	Anxiety	10.0	July 10, 2013	46.0
176605	Lorazepam	Anxiety	9.0	March 13, 2011	21.0
176703	Lorazepam	Anxiety	9.0	May 4, 2009	8.0
176621	Lorazepam	Anxiety	10.0	November 19, 2010	19.0
176157	Lorazepam	Insomnia	5.0	October 10, 2017	9.0
232150	Lorazepam	Anxiety	1.0	February 14, 2017	12.0
176170	Lorazepam	Anxiety	7.0	August 13, 2017	11.0
176181	Lorazepam	Anxiety	2.0	July 1, 2017	10.0
176675	Lorazepam	Anxiety	9.0	September 24, 2009	31.0
176668	Lorazepam	Anxiety	10.0	October 14, 2009	163.0
176228	Lorazepam	Anxiety	9.0	October 30, 2016	44.0
176393	Lorazepam	Anxiety	10.0	November 24, 2014	68.0
176374	Lorazepam	Anxiety	9.0	April 11, 2015	63.0
176504	Lorazepam	Anxiety	10.0	May 14, 2013	81.0
176672	Lorazepam	Anxiety	10.0	September 29, 2009	51.0
176669	Lorazepam	Anxiety	10.0	October 5, 2009	13.0
176248	Lorazepam	Anxiety	1.0	May 2, 2016	39.0
176404	Lorazepam	Anxiety	10.0	August 5, 2015	14.0
176379	Lorazepam	Anxiety	10.0	March 26, 2015	107.0
176554	Lorazepam	Anxiety	8.0	May 2, 2012	57.0
176189	Lorazepam	Anxiety	10.0	June 10, 2017	38.0
232163	Lorazepam	Anxiety	10.0	January 4, 2017	50.0
176378	Lorazepam	Anxiety	9.0	March 28, 2015	65.0
176487	Lorazepam	Anxiety	10.0	August 29, 2012	65.0
176741	Lorazepam	Anxiety	10.0	June 11, 2008	11.0
176174	Lorazepam	Anxiety	10.0	July 29, 2017	21.0
176540	Lorazepam	Anxiety	10.0	February 25, 2014	117.0
232148	Lorazepam	Anxiety	6.0	February 25, 2017	29.0
176209	Lorazepam	Anxiety	9.0	March 21, 2017	8.0
176401	Lorazepam	Anxiety	10.0	August 20, 2015	29.0
176724	Lorazepam	Anxiety	10.0	November 7, 2008	117.0
